Config: rmsprop, lambda=1.0, batch size=32, epochs=2 with compactness and discriminative loss optimized

Using TensorFlow backend.
Reference model built
Secondary model built
Total number of iterations: 1329
Iteration 0, total loss: 10.060726165771484, discriminative loss: 9.974710464477539
Iteration 74, total loss: 6.868275165557861, discriminative loss: 6.868274688720703
Iteration 75, total loss: 6.914000988006592, discriminative loss: 6.913998603820801
Iteration 76, total loss: 6.9694695472717285, discriminative loss: 6.96946907043457
Iteration 77, total loss: 6.887161731719971, discriminative loss: 6.8871612548828125
Iteration 78, total loss: 6.896092414855957, discriminative loss: 6.896091938018799
Iteration 79, total loss: 6.907221794128418, discriminative loss: 6.90722131729126
Iteration 80, total loss: 7.013062477111816, discriminative loss: 7.0130615234375
Iteration 81, total loss: 6.913036346435547, discriminative loss: 6.913035869598389
Iteration 82, total loss: 6.848359107971191, discriminative loss: 6.848358631134033
Iteration 83, total loss: 6.921191215515137, discriminative loss: 6.9211907386779785
Iteration 84, total loss: 6.929512023925781, discriminative loss: 6.929511547088623
Iteration 85, total loss: 6.859534740447998, discriminative loss: 6.85953426361084
Iteration 86, total loss: 6.936056137084961, discriminative loss: 6.936056137084961
Iteration 87, total loss: 7.01466703414917, discriminative loss: 7.014666557312012
Iteration 88, total loss: 6.916821479797363, discriminative loss: 6.916821479797363
Iteration 89, total loss: 6.8797526359558105, discriminative loss: 6.879752159118652
Iteration 90, total loss: 6.983204364776611, discriminative loss: 6.983203887939453
Iteration 91, total loss: 7.017527103424072, discriminative loss: 7.017526626586914
Iteration 92, total loss: 6.871524333953857, discriminative loss: 6.871524333953857
Iteration 93, total loss: 6.928701877593994, discriminative loss: 6.928701400756836
Iteration 94, total loss: 6.89429235458374, discriminative loss: 6.894291877746582
Iteration 95, total loss: 6.954113960266113, discriminative loss: 6.954113006591797
Iteration 96, total loss: 6.9614973068237305, discriminative loss: 6.961496353149414
Iteration 97, total loss: 6.833935737609863, discriminative loss: 6.833935260772705
Iteration 98, total loss: 6.93423318862915, discriminative loss: 6.934232711791992
Iteration 99, total loss: 6.964720249176025, discriminative loss: 6.964720249176025
Iteration 100, total loss: 6.978553295135498, discriminative loss: 6.978553295135498
Iteration 101, total loss: 6.946020126342773, discriminative loss: 6.946020126342773
Iteration 102, total loss: 6.9566450119018555, discriminative loss: 6.9566450119018555
Iteration 103, total loss: 7.01666259765625, discriminative loss: 7.01666259765625
Iteration 104, total loss: 6.8731513023376465, discriminative loss: 6.8731513023376465
Iteration 105, total loss: 6.986018180847168, discriminative loss: 6.986018180847168
Iteration 106, total loss: 6.893718719482422, discriminative loss: 6.893718719482422
Iteration 107, total loss: 6.931596755981445, discriminative loss: 6.931596755981445
Iteration 108, total loss: 6.871135234832764, discriminative loss: 6.871135234832764
Iteration 109, total loss: 7.021417140960693, discriminative loss: 7.021417140960693
Iteration 110, total loss: 6.9338274002075195, discriminative loss: 6.9338274002075195
Iteration 111, total loss: 6.897614479064941, discriminative loss: 6.897614479064941
Iteration 112, total loss: 6.902200698852539, discriminative loss: 6.902200698852539
Iteration 113, total loss: 7.035054683685303, discriminative loss: 7.035054683685303
Iteration 114, total loss: 6.968629360198975, discriminative loss: 6.968629360198975
Iteration 115, total loss: 6.94727897644043, discriminative loss: 6.94727897644043
Iteration 116, total loss: 6.995954513549805, discriminative loss: 6.995954513549805
Iteration 117, total loss: 6.93315315246582, discriminative loss: 6.93315315246582
Iteration 118, total loss: 6.9419941902160645, discriminative loss: 6.9419941902160645
Iteration 119, total loss: 6.908761978149414, discriminative loss: 6.908761978149414
Iteration 120, total loss: 7.016736030578613, discriminative loss: 7.016736030578613
Iteration 121, total loss: 7.004539966583252, discriminative loss: 7.004537105560303
Iteration 122, total loss: 6.9970903396606445, discriminative loss: 6.997089385986328
Iteration 123, total loss: 6.989904880523682, discriminative loss: 6.989903450012207
Iteration 124, total loss: 6.985917091369629, discriminative loss: 6.985917091369629
Iteration 125, total loss: 7.022680282592773, discriminative loss: 7.022680282592773
Iteration 126, total loss: 6.970736026763916, discriminative loss: 6.970735549926758
Iteration 127, total loss: 6.931074619293213, discriminative loss: 6.931074142456055
Iteration 128, total loss: 7.018478870391846, discriminative loss: 7.018478870391846
Iteration 129, total loss: 6.996382713317871, discriminative loss: 6.996382713317871
Iteration 130, total loss: 7.017704010009766, discriminative loss: 7.017704010009766
Iteration 131, total loss: 6.953676223754883, discriminative loss: 6.953676223754883
Iteration 132, total loss: 6.956149578094482, discriminative loss: 6.956149578094482
Iteration 133, total loss: 6.958744049072266, discriminative loss: 6.958744049072266
Iteration 134, total loss: 6.931528091430664, discriminative loss: 6.931528091430664
Iteration 135, total loss: 6.916910171508789, discriminative loss: 6.916910171508789
Iteration 136, total loss: 6.97959041595459, discriminative loss: 6.97959041595459
Iteration 137, total loss: 6.875245094299316, discriminative loss: 6.875245094299316
Iteration 138, total loss: 7.014838218688965, discriminative loss: 7.014838218688965
Iteration 139, total loss: 6.936160564422607, discriminative loss: 6.936160564422607
Iteration 140, total loss: 6.884998321533203, discriminative loss: 6.884998321533203
Iteration 141, total loss: 6.899340629577637, discriminative loss: 6.899340629577637
Iteration 142, total loss: 6.992377281188965, discriminative loss: 6.992377281188965
Iteration 143, total loss: 7.040804862976074, discriminative loss: 7.040804862976074
Iteration 144, total loss: 6.904563903808594, discriminative loss: 6.904563903808594
Iteration 145, total loss: 6.918383598327637, discriminative loss: 6.918383598327637
Iteration 146, total loss: 6.974374771118164, discriminative loss: 6.974374771118164
Iteration 147, total loss: 6.9334821701049805, discriminative loss: 6.933478355407715
Iteration 148, total loss: 6.9611968994140625, discriminative loss: 6.961193084716797
Iteration 149, total loss: 7.073300361633301, discriminative loss: 7.073299407958984
Iteration 150, total loss: 6.955531597137451, discriminative loss: 6.955531120300293
Iteration 151, total loss: 6.894082546234131, discriminative loss: 6.894078731536865
Iteration 152, total loss: 6.893245220184326, discriminative loss: 6.893242835998535
Iteration 153, total loss: 6.928796768188477, discriminative loss: 6.928796291351318
Iteration 154, total loss: 6.999524116516113, discriminative loss: 6.999521255493164
Iteration 155, total loss: 6.908131122589111, discriminative loss: 6.908130168914795
Iteration 156, total loss: 6.950840950012207, discriminative loss: 6.950840950012207
Iteration 157, total loss: 6.979536056518555, discriminative loss: 6.979536056518555
Iteration 158, total loss: 6.890479564666748, discriminative loss: 6.890471458435059
Iteration 159, total loss: 6.911561012268066, discriminative loss: 6.91156005859375
Iteration 160, total loss: 6.884584903717041, discriminative loss: 6.884583473205566
Iteration 161, total loss: 6.886966705322266, discriminative loss: 6.886962413787842
Iteration 162, total loss: 6.946930408477783, discriminative loss: 6.946916580200195
Iteration 163, total loss: 7.002440452575684, discriminative loss: 7.002434253692627
Iteration 164, total loss: 7.029750347137451, discriminative loss: 7.029748439788818
Iteration 165, total loss: 6.8832197189331055, discriminative loss: 6.883218765258789
Iteration 166, total loss: 6.8587846755981445, discriminative loss: 6.8587846755981445
Iteration 167, total loss: 6.964049339294434, discriminative loss: 6.964043140411377
Iteration 168, total loss: 6.971798896789551, discriminative loss: 6.971798419952393
Iteration 169, total loss: 6.9908599853515625, discriminative loss: 6.9908599853515625
Iteration 170, total loss: 6.96751070022583, discriminative loss: 6.967506408691406
Iteration 171, total loss: 6.965953826904297, discriminative loss: 6.965953350067139
Iteration 172, total loss: 6.936583042144775, discriminative loss: 6.936582565307617
Iteration 173, total loss: 6.933093070983887, discriminative loss: 6.933083534240723
Iteration 174, total loss: 7.2245192527771, discriminative loss: 7.224510669708252
Iteration 175, total loss: 11.17542839050293, discriminative loss: 11.175426483154297
Iteration 176, total loss: 11.763567924499512, discriminative loss: 11.763566970825195
Iteration 177, total loss: 12.274911880493164, discriminative loss: 12.274911880493164
Iteration 178, total loss: 10.731415748596191, discriminative loss: 10.731414794921875
Iteration 179, total loss: 10.714502334594727, discriminative loss: 10.714502334594727
Iteration 180, total loss: 10.200139999389648, discriminative loss: 10.200139999389648
Iteration 181, total loss: 8.902395248413086, discriminative loss: 8.902395248413086
Iteration 182, total loss: 8.342533111572266, discriminative loss: 8.34253215789795
Iteration 183, total loss: 8.186505317687988, discriminative loss: 8.186505317687988
Iteration 184, total loss: 8.49852466583252, discriminative loss: 8.49852466583252
Iteration 185, total loss: 9.736419677734375, discriminative loss: 9.736419677734375
Iteration 186, total loss: 8.696550369262695, discriminative loss: 8.696550369262695
Iteration 187, total loss: 8.166788101196289, discriminative loss: 8.166788101196289
Iteration 188, total loss: 7.331765174865723, discriminative loss: 7.331765174865723
Iteration 189, total loss: 8.103020668029785, discriminative loss: 8.103020668029785
Iteration 190, total loss: 7.0967912673950195, discriminative loss: 7.0967912673950195
Iteration 191, total loss: 7.725371360778809, discriminative loss: 7.725371360778809
Iteration 192, total loss: 8.298822402954102, discriminative loss: 8.298822402954102
Iteration 193, total loss: 9.333022117614746, discriminative loss: 9.333022117614746
Iteration 194, total loss: 7.9214277267456055, discriminative loss: 7.9214277267456055
Iteration 195, total loss: 8.601947784423828, discriminative loss: 8.601947784423828
Iteration 196, total loss: 8.314332962036133, discriminative loss: 8.314332962036133
Iteration 197, total loss: 6.9207611083984375, discriminative loss: 6.9207611083984375
Iteration 198, total loss: 7.1788177490234375, discriminative loss: 7.1788177490234375
Iteration 199, total loss: 7.003969192504883, discriminative loss: 7.003969192504883
Iteration 200, total loss: 7.247311592102051, discriminative loss: 7.247311592102051
Iteration 201, total loss: 7.090209007263184, discriminative loss: 7.090209007263184
Iteration 202, total loss: 7.508188247680664, discriminative loss: 7.508188247680664
Iteration 203, total loss: 6.948700428009033, discriminative loss: 6.948700428009033
Iteration 204, total loss: 6.896842956542969, discriminative loss: 6.896842956542969
Iteration 205, total loss: 6.961004734039307, discriminative loss: 6.961004734039307
Iteration 206, total loss: 6.913529396057129, discriminative loss: 6.913529396057129
Iteration 207, total loss: 7.476901531219482, discriminative loss: 7.476901531219482
Iteration 208, total loss: 6.980950832366943, discriminative loss: 6.980950832366943
Iteration 209, total loss: 7.157196998596191, discriminative loss: 7.157196998596191
Iteration 210, total loss: 7.110141754150391, discriminative loss: 7.110141754150391
Iteration 211, total loss: 6.976588249206543, discriminative loss: 6.976588249206543
Iteration 212, total loss: 7.074545860290527, discriminative loss: 7.074545860290527
Iteration 213, total loss: 6.954614162445068, discriminative loss: 6.95461368560791
Iteration 214, total loss: 7.368072986602783, discriminative loss: 7.368072986602783
Iteration 215, total loss: 6.920890808105469, discriminative loss: 6.920890808105469
Iteration 216, total loss: 7.0053935050964355, discriminative loss: 7.0053935050964355
Iteration 217, total loss: 7.349993705749512, discriminative loss: 7.349993705749512
Iteration 218, total loss: 6.9434051513671875, discriminative loss: 6.9434051513671875
Iteration 219, total loss: 6.944875717163086, discriminative loss: 6.944875717163086
Iteration 220, total loss: 6.963663101196289, discriminative loss: 6.963663101196289
Iteration 221, total loss: 6.9510064125061035, discriminative loss: 6.9510064125061035
Iteration 222, total loss: 7.285435676574707, discriminative loss: 7.285435676574707
Iteration 223, total loss: 6.895034313201904, discriminative loss: 6.895034313201904
Iteration 224, total loss: 6.968585968017578, discriminative loss: 6.968585968017578
Iteration 225, total loss: 6.974727630615234, discriminative loss: 6.974727630615234
Iteration 226, total loss: 6.935748100280762, discriminative loss: 6.935748100280762
Iteration 227, total loss: 6.967274188995361, discriminative loss: 6.967274188995361
Iteration 228, total loss: 6.997946262359619, discriminative loss: 6.997946262359619
Iteration 229, total loss: 6.992952346801758, discriminative loss: 6.992952346801758
Iteration 230, total loss: 6.860019683837891, discriminative loss: 6.860019683837891
Iteration 231, total loss: 7.021413803100586, discriminative loss: 7.021413803100586
Iteration 232, total loss: 6.958749771118164, discriminative loss: 6.958749294281006
Iteration 233, total loss: 6.939286231994629, discriminative loss: 6.9392852783203125
Iteration 234, total loss: 6.999314308166504, discriminative loss: 6.999313831329346
Iteration 235, total loss: 6.833420276641846, discriminative loss: 6.833420276641846
Iteration 236, total loss: 6.93076753616333, discriminative loss: 6.93076753616333
Iteration 237, total loss: 6.939757347106934, discriminative loss: 6.939757347106934
Iteration 238, total loss: 6.949769020080566, discriminative loss: 6.949769020080566
Iteration 239, total loss: 6.923627853393555, discriminative loss: 6.923627853393555
Iteration 240, total loss: 6.995065689086914, discriminative loss: 6.995065689086914
Iteration 241, total loss: 6.90907096862793, discriminative loss: 6.90907096862793
Iteration 242, total loss: 6.83664608001709, discriminative loss: 6.83664608001709
Iteration 243, total loss: 6.937280654907227, discriminative loss: 6.937280654907227
Iteration 244, total loss: 6.942700386047363, discriminative loss: 6.942700386047363
Iteration 245, total loss: 6.912472724914551, discriminative loss: 6.912472724914551
Iteration 246, total loss: 6.950864791870117, discriminative loss: 6.950864791870117
Iteration 247, total loss: 6.926121711730957, discriminative loss: 6.926121711730957
Iteration 248, total loss: 6.858833312988281, discriminative loss: 6.858833312988281
Iteration 249, total loss: 6.930661201477051, discriminative loss: 6.930661201477051
Iteration 250, total loss: 6.954624176025391, discriminative loss: 6.954624176025391
Iteration 251, total loss: 6.971477508544922, discriminative loss: 6.971477508544922
Iteration 252, total loss: 6.938286781311035, discriminative loss: 6.938286781311035
Iteration 253, total loss: 7.023227691650391, discriminative loss: 7.023227691650391
Iteration 254, total loss: 7.017148017883301, discriminative loss: 7.017148017883301
Iteration 255, total loss: 6.936459541320801, discriminative loss: 6.936459541320801
Iteration 256, total loss: 6.832705497741699, discriminative loss: 6.832705497741699
Iteration 257, total loss: 7.025473594665527, discriminative loss: 7.025473594665527
Iteration 258, total loss: 7.0072455406188965, discriminative loss: 7.007245063781738
Iteration 259, total loss: 6.961292266845703, discriminative loss: 6.961292266845703
Iteration 260, total loss: 6.966231346130371, discriminative loss: 6.966231346130371
Iteration 261, total loss: 7.0210700035095215, discriminative loss: 7.0210700035095215
Iteration 262, total loss: 6.9619140625, discriminative loss: 6.9619140625
Iteration 263, total loss: 6.9413957595825195, discriminative loss: 6.9413957595825195
Iteration 264, total loss: 7.034339904785156, discriminative loss: 7.034339904785156
Iteration 265, total loss: 6.870498180389404, discriminative loss: 6.870498180389404
Iteration 266, total loss: 7.066571235656738, discriminative loss: 7.066571235656738
Iteration 267, total loss: 6.901977062225342, discriminative loss: 6.901977062225342
Iteration 268, total loss: 7.0094733238220215, discriminative loss: 7.0094733238220215
Iteration 269, total loss: 7.07880973815918, discriminative loss: 7.07880973815918
Iteration 270, total loss: 6.9983086585998535, discriminative loss: 6.998308181762695
Iteration 271, total loss: 6.870858669281006, discriminative loss: 6.870858669281006
Iteration 272, total loss: 6.940108299255371, discriminative loss: 6.940108299255371
Iteration 273, total loss: 6.99074125289917, discriminative loss: 6.99074125289917
Iteration 274, total loss: 6.903411865234375, discriminative loss: 6.903411865234375
Iteration 275, total loss: 6.941159725189209, discriminative loss: 6.941159725189209
Iteration 276, total loss: 7.061202526092529, discriminative loss: 7.061202526092529
Iteration 277, total loss: 7.065561294555664, discriminative loss: 7.065560340881348
Iteration 278, total loss: 7.036640644073486, discriminative loss: 7.036640644073486
Iteration 279, total loss: 7.018003463745117, discriminative loss: 7.018003463745117
Iteration 280, total loss: 6.905184745788574, discriminative loss: 6.905184745788574
Iteration 281, total loss: 6.838509559631348, discriminative loss: 6.838509559631348
Iteration 282, total loss: 7.005352020263672, discriminative loss: 7.005352020263672
Iteration 283, total loss: 7.02396821975708, discriminative loss: 7.02396821975708
Iteration 284, total loss: 6.9025349617004395, discriminative loss: 6.9025349617004395
Iteration 285, total loss: 6.991449356079102, discriminative loss: 6.991449356079102
Iteration 286, total loss: 7.022449016571045, discriminative loss: 7.022449016571045
Iteration 287, total loss: 6.988199234008789, discriminative loss: 6.988199234008789
Iteration 288, total loss: 6.936100959777832, discriminative loss: 6.936100959777832
Iteration 289, total loss: 6.997588157653809, discriminative loss: 6.997588157653809
Iteration 290, total loss: 6.973791122436523, discriminative loss: 6.973791122436523
Iteration 291, total loss: 7.01898717880249, discriminative loss: 7.01898717880249
Iteration 292, total loss: 7.051253795623779, discriminative loss: 7.051253795623779
Iteration 293, total loss: 6.941933631896973, discriminative loss: 6.941933631896973
Iteration 294, total loss: 7.096772193908691, discriminative loss: 7.096772193908691
Iteration 295, total loss: 6.97972297668457, discriminative loss: 6.97972297668457
Iteration 296, total loss: 6.964859962463379, discriminative loss: 6.964859962463379
Iteration 297, total loss: 6.9471354484558105, discriminative loss: 6.9471354484558105
Iteration 298, total loss: 7.04106330871582, discriminative loss: 7.04106330871582
Iteration 299, total loss: 7.047202110290527, discriminative loss: 7.047202110290527
Iteration 300, total loss: 6.992772102355957, discriminative loss: 6.992772102355957
Iteration 301, total loss: 6.919137954711914, discriminative loss: 6.919137954711914
Iteration 302, total loss: 6.97316837310791, discriminative loss: 6.97316837310791
Iteration 303, total loss: 6.96186637878418, discriminative loss: 6.96186637878418
Iteration 304, total loss: 6.948643684387207, discriminative loss: 6.948643684387207
Iteration 305, total loss: 6.917464733123779, discriminative loss: 6.917464733123779
Iteration 306, total loss: 6.994960784912109, discriminative loss: 6.994960784912109
Iteration 307, total loss: 6.915117263793945, discriminative loss: 6.915117263793945
Iteration 308, total loss: 6.966121196746826, discriminative loss: 6.966121196746826
Iteration 309, total loss: 6.922301769256592, discriminative loss: 6.922301769256592
Iteration 310, total loss: 7.011613845825195, discriminative loss: 7.011613845825195
Iteration 311, total loss: 7.042264938354492, discriminative loss: 7.042264938354492
Iteration 312, total loss: 6.9941301345825195, discriminative loss: 6.9941301345825195
Iteration 313, total loss: 6.938273906707764, discriminative loss: 6.938273906707764
Iteration 314, total loss: 7.024836540222168, discriminative loss: 7.024836540222168
Iteration 315, total loss: 7.052336692810059, discriminative loss: 7.052336692810059
Iteration 316, total loss: 6.992765426635742, discriminative loss: 6.992765426635742
Iteration 317, total loss: 6.898822784423828, discriminative loss: 6.898822784423828
Iteration 318, total loss: 6.913619041442871, discriminative loss: 6.913619041442871
Iteration 319, total loss: 6.940940856933594, discriminative loss: 6.940940856933594
Iteration 320, total loss: 6.953212261199951, discriminative loss: 6.953212261199951
Iteration 321, total loss: 6.853196144104004, discriminative loss: 6.853196144104004
Iteration 322, total loss: 7.033901691436768, discriminative loss: 7.033901691436768
Iteration 323, total loss: 6.921851634979248, discriminative loss: 6.921851634979248
Iteration 324, total loss: 6.971450328826904, discriminative loss: 6.971450328826904
Iteration 325, total loss: 6.946967601776123, discriminative loss: 6.946967601776123
Iteration 326, total loss: 6.964415550231934, discriminative loss: 6.964415550231934
Iteration 327, total loss: 6.873548984527588, discriminative loss: 6.873548984527588
Iteration 328, total loss: 6.86575984954834, discriminative loss: 6.86575984954834
Iteration 329, total loss: 6.889101028442383, discriminative loss: 6.889101028442383
Iteration 330, total loss: 6.973053932189941, discriminative loss: 6.973053932189941
Iteration 331, total loss: 6.932624816894531, discriminative loss: 6.932624816894531
Iteration 332, total loss: 6.920048713684082, discriminative loss: 6.920048713684082
Iteration 333, total loss: 6.945891380310059, discriminative loss: 6.945891380310059
Iteration 334, total loss: 6.998793601989746, discriminative loss: 6.998793601989746
Iteration 335, total loss: 6.9799604415893555, discriminative loss: 6.9799604415893555
Iteration 336, total loss: 6.916210174560547, discriminative loss: 6.916210174560547
Iteration 337, total loss: 6.942037582397461, discriminative loss: 6.942037582397461
Iteration 338, total loss: 6.960360050201416, discriminative loss: 6.960360050201416
Iteration 339, total loss: 6.968966484069824, discriminative loss: 6.968966484069824
Iteration 340, total loss: 6.926994800567627, discriminative loss: 6.926994800567627
Iteration 341, total loss: 6.9173431396484375, discriminative loss: 6.9173431396484375
Iteration 342, total loss: 6.898681163787842, discriminative loss: 6.898681163787842
Iteration 343, total loss: 7.031513214111328, discriminative loss: 7.031513214111328
Iteration 344, total loss: 6.94219446182251, discriminative loss: 6.94219446182251
Iteration 345, total loss: 6.9925007820129395, discriminative loss: 6.9925007820129395
Iteration 346, total loss: 6.8618597984313965, discriminative loss: 6.8618597984313965
Iteration 347, total loss: 6.913255214691162, discriminative loss: 6.913255214691162
Iteration 348, total loss: 6.945781707763672, discriminative loss: 6.945781707763672
Iteration 349, total loss: 6.9887309074401855, discriminative loss: 6.9887309074401855
Iteration 350, total loss: 6.942300319671631, discriminative loss: 6.942300319671631
Iteration 351, total loss: 6.9030585289001465, discriminative loss: 6.9030585289001465
Iteration 352, total loss: 6.955636978149414, discriminative loss: 6.955636978149414
Iteration 353, total loss: 6.921383857727051, discriminative loss: 6.921383857727051
Iteration 354, total loss: 6.905135631561279, discriminative loss: 6.905135631561279
Iteration 355, total loss: 6.964995861053467, discriminative loss: 6.964995861053467
Iteration 356, total loss: 7.059118270874023, discriminative loss: 7.059118270874023
Iteration 357, total loss: 6.934808731079102, discriminative loss: 6.934808731079102
Iteration 358, total loss: 6.958100318908691, discriminative loss: 6.958100318908691
Iteration 359, total loss: 6.910905838012695, discriminative loss: 6.910905838012695
Iteration 360, total loss: 6.898625373840332, discriminative loss: 6.898625373840332
Iteration 361, total loss: 7.0252814292907715, discriminative loss: 7.0252814292907715
Iteration 362, total loss: 6.928519248962402, discriminative loss: 6.928519248962402
Iteration 363, total loss: 6.9577555656433105, discriminative loss: 6.9577555656433105
Iteration 364, total loss: 6.956661701202393, discriminative loss: 6.956661701202393
Iteration 365, total loss: 7.00642204284668, discriminative loss: 7.00642204284668
Iteration 366, total loss: 6.96372127532959, discriminative loss: 6.96372127532959
Iteration 367, total loss: 6.910520553588867, discriminative loss: 6.910520553588867
Iteration 368, total loss: 6.9568281173706055, discriminative loss: 6.9568281173706055
Iteration 369, total loss: 7.037477970123291, discriminative loss: 7.037477970123291
Iteration 370, total loss: 6.877468109130859, discriminative loss: 6.877468109130859
Iteration 371, total loss: 7.0069580078125, discriminative loss: 7.0069580078125
Iteration 372, total loss: 6.949832916259766, discriminative loss: 6.949832916259766
Iteration 373, total loss: 7.007992267608643, discriminative loss: 7.007992267608643
Iteration 374, total loss: 6.9194560050964355, discriminative loss: 6.9194560050964355
Iteration 375, total loss: 6.965976715087891, discriminative loss: 6.965976715087891
Iteration 376, total loss: 7.001538276672363, discriminative loss: 7.001538276672363
Iteration 377, total loss: 6.8232550621032715, discriminative loss: 6.8232550621032715
Iteration 378, total loss: 7.004675388336182, discriminative loss: 7.004675388336182
Iteration 379, total loss: 6.982940673828125, discriminative loss: 6.982940673828125
Iteration 380, total loss: 6.883810520172119, discriminative loss: 6.883810520172119
