Using SGD, 64 batch size, 2 epochs, with images normalized
Trained only on compactness loss


Using TensorFlow backend.
Reference model built
Secondary model built
Total number of iterations: 664
Iteration 0, total loss: 0.0830497220158577, discriminative loss: 8.111093521118164
Iteration 25, total loss: 0.004659651312977076, discriminative loss: 7.4614739418029785
Iteration 26, total loss: 0.004590825643390417, discriminative loss: 7.5253071784973145
Iteration 27, total loss: 0.004925529472529888, discriminative loss: 7.2549238204956055
Iteration 28, total loss: 0.0037971055135130882, discriminative loss: 7.637150764465332
Iteration 29, total loss: 0.00407487154006958, discriminative loss: 7.379938125610352
Iteration 30, total loss: 0.003949903883039951, discriminative loss: 7.4330010414123535
Iteration 31, total loss: 0.0036844522692263126, discriminative loss: 7.600275993347168
Iteration 32, total loss: 0.00357287866063416, discriminative loss: 7.732800483703613
Iteration 33, total loss: 0.003410948906093836, discriminative loss: 7.354671478271484
Iteration 34, total loss: 0.0036883768625557423, discriminative loss: 7.580312728881836
Iteration 35, total loss: 0.003588915104046464, discriminative loss: 7.377523899078369
Iteration 36, total loss: 0.003307571867480874, discriminative loss: 7.642154216766357
Iteration 37, total loss: 0.00303947483189404, discriminative loss: 7.497409343719482
Iteration 38, total loss: 0.0033041825518012047, discriminative loss: 7.4580817222595215
Iteration 39, total loss: 0.0028544042725116014, discriminative loss: 7.369684219360352
Iteration 40, total loss: 0.0032440454233437777, discriminative loss: 7.674877166748047
Iteration 41, total loss: 0.00235338625498116, discriminative loss: 7.563539505004883
Iteration 42, total loss: 0.0024337132927030325, discriminative loss: 7.393368244171143
Iteration 43, total loss: 0.0027419901452958584, discriminative loss: 7.585285663604736
Iteration 44, total loss: 0.002176858251914382, discriminative loss: 7.590438365936279
Iteration 45, total loss: 0.0024016788229346275, discriminative loss: 7.605081558227539
Iteration 46, total loss: 0.002570753451436758, discriminative loss: 7.320529937744141
Iteration 47, total loss: 0.0019333632662892342, discriminative loss: 7.537588596343994
Iteration 48, total loss: 0.002248602919280529, discriminative loss: 7.522435665130615
Iteration 49, total loss: 0.001963371643796563, discriminative loss: 7.503243446350098
Iteration 50, total loss: 0.002244943054392934, discriminative loss: 7.382047653198242
Iteration 51, total loss: 0.0018239312339574099, discriminative loss: 7.485723495483398
Iteration 52, total loss: 0.0017980844713747501, discriminative loss: 7.523648262023926
Iteration 53, total loss: 0.0017874700715765357, discriminative loss: 7.273529529571533
Iteration 54, total loss: 0.001635318505577743, discriminative loss: 7.490711212158203
Iteration 55, total loss: 0.002027820097282529, discriminative loss: 7.506162643432617
Iteration 56, total loss: 0.001676007523201406, discriminative loss: 7.554599761962891
Iteration 57, total loss: 0.0016808555228635669, discriminative loss: 7.39926815032959
Iteration 58, total loss: 0.0014449601294472814, discriminative loss: 7.503547191619873
Iteration 59, total loss: 0.0016106372931972146, discriminative loss: 7.3748321533203125
Iteration 60, total loss: 0.0016228352906182408, discriminative loss: 7.394375801086426
Iteration 61, total loss: 0.001459422754123807, discriminative loss: 7.084572792053223
Iteration 62, total loss: 0.0017174971289932728, discriminative loss: 7.355763912200928
Iteration 63, total loss: 0.0012162781786173582, discriminative loss: 7.350569725036621
Iteration 64, total loss: 0.0019474336877465248, discriminative loss: 7.522095680236816
Iteration 65, total loss: 0.0017902320250868797, discriminative loss: 7.494695663452148
Iteration 66, total loss: 0.0013939429773017764, discriminative loss: 7.365478038787842
Iteration 67, total loss: 0.0014885903801769018, discriminative loss: 7.55411434173584
Iteration 68, total loss: 0.0010530188446864486, discriminative loss: 7.492384433746338
Iteration 69, total loss: 0.0014183216262608767, discriminative loss: 7.243720054626465
Iteration 70, total loss: 0.0011238298611715436, discriminative loss: 7.485329627990723
Iteration 71, total loss: 0.0008970568887889385, discriminative loss: 7.5642805099487305
Iteration 72, total loss: 0.0012923810863867402, discriminative loss: 7.446292877197266
Iteration 73, total loss: 0.0011095366207882762, discriminative loss: 7.302579879760742
Iteration 74, total loss: 0.0008885759161785245, discriminative loss: 7.342226028442383
Iteration 75, total loss: 0.0010326675837859511, discriminative loss: 7.44671630859375
Iteration 76, total loss: 0.0011899935780093074, discriminative loss: 7.489218235015869
Iteration 77, total loss: 0.0009085603523999453, discriminative loss: 7.438011646270752
Iteration 78, total loss: 0.0009003529557958245, discriminative loss: 7.645509719848633
Iteration 79, total loss: 0.0008668942027725279, discriminative loss: 7.468196868896484
Iteration 80, total loss: 0.0014829272404313087, discriminative loss: 7.572098731994629
Iteration 81, total loss: 0.0009287476423196495, discriminative loss: 7.510453701019287
Iteration 82, total loss: 0.0010059861233457923, discriminative loss: 7.410869121551514
Iteration 83, total loss: 0.0010044294176623225, discriminative loss: 7.285548210144043
Iteration 84, total loss: 0.000983150559477508, discriminative loss: 7.262843132019043
Iteration 85, total loss: 0.0008789798012003303, discriminative loss: 7.61610221862793
Iteration 86, total loss: 0.0008646448841318488, discriminative loss: 7.332144737243652
Iteration 87, total loss: 0.0010852859122678638, discriminative loss: 7.213461399078369
Iteration 88, total loss: 0.0007225878071039915, discriminative loss: 7.186885833740234
Iteration 89, total loss: 0.000909375783521682, discriminative loss: 7.522806644439697
Iteration 90, total loss: 0.0008568909834139049, discriminative loss: 7.532751083374023
Iteration 91, total loss: 0.0010123996762558818, discriminative loss: 7.251974105834961
Iteration 92, total loss: 0.000822518253698945, discriminative loss: 7.448591232299805
Iteration 93, total loss: 0.0009329443564638495, discriminative loss: 7.5877227783203125
Iteration 94, total loss: 0.0007037612958811224, discriminative loss: 7.5619001388549805
Iteration 95, total loss: 0.0007443667273037136, discriminative loss: 7.313732624053955
Iteration 96, total loss: 0.0007421969203278422, discriminative loss: 7.483863830566406
Iteration 97, total loss: 0.0007151711033657193, discriminative loss: 7.438216209411621
Iteration 98, total loss: 0.0007620013784617186, discriminative loss: 7.511319160461426
Iteration 99, total loss: 0.001007269835099578, discriminative loss: 7.426608562469482
Iteration 100, total loss: 0.0009902793681249022, discriminative loss: 7.338837146759033
Iteration 101, total loss: 0.000743319105822593, discriminative loss: 7.48874044418335
Iteration 102, total loss: 0.0005579528515227139, discriminative loss: 7.514771461486816
Iteration 103, total loss: 0.0006798183312639594, discriminative loss: 7.358490943908691
Iteration 104, total loss: 0.0006171647692099214, discriminative loss: 7.446293354034424
Iteration 105, total loss: 0.0006526804063469172, discriminative loss: 7.574777603149414
Iteration 106, total loss: 0.0006502554751932621, discriminative loss: 7.505834579467773
Iteration 107, total loss: 0.0006909738876856863, discriminative loss: 7.433981895446777
Iteration 108, total loss: 0.0005972341750748456, discriminative loss: 7.499839782714844
Iteration 109, total loss: 0.0005499357357621193, discriminative loss: 7.337130546569824
Iteration 110, total loss: 0.0007372695254161954, discriminative loss: 7.38731050491333
Iteration 111, total loss: 0.0005649611121043563, discriminative loss: 7.242989540100098
Iteration 112, total loss: 0.0006561429472640157, discriminative loss: 7.455504894256592
Iteration 113, total loss: 0.0005406361888162792, discriminative loss: 7.388272285461426
Iteration 114, total loss: 0.0006020711734890938, discriminative loss: 7.452492713928223
Iteration 115, total loss: 0.00044691559742204845, discriminative loss: 7.513232231140137
Iteration 116, total loss: 0.0005463747656904161, discriminative loss: 7.3865180015563965
Iteration 117, total loss: 0.0005283846985548735, discriminative loss: 7.260211944580078
Iteration 118, total loss: 0.000651890761218965, discriminative loss: 7.494634628295898
Iteration 119, total loss: 0.0006490374216809869, discriminative loss: 7.336148262023926
Iteration 120, total loss: 0.0006420401623472571, discriminative loss: 7.381219863891602
Iteration 121, total loss: 0.0005150397773832083, discriminative loss: 7.559847831726074
Iteration 122, total loss: 0.0005880490061827004, discriminative loss: 7.278209686279297
Iteration 123, total loss: 0.0004533652390819043, discriminative loss: 7.294703960418701
Iteration 124, total loss: 0.0005258708260953426, discriminative loss: 7.665763854980469
Iteration 125, total loss: 0.0006209395942278206, discriminative loss: 7.512351989746094
Iteration 126, total loss: 0.0005551085341721773, discriminative loss: 7.376776218414307
Iteration 127, total loss: 0.0005334988818503916, discriminative loss: 7.489766597747803
Iteration 128, total loss: 0.0006734277703799307, discriminative loss: 7.171442985534668
Iteration 129, total loss: 0.0005428477888926864, discriminative loss: 7.596065998077393
Iteration 130, total loss: 0.0004893997102044523, discriminative loss: 7.428249359130859
Iteration 131, total loss: 0.0005516684614121914, discriminative loss: 7.414400100708008
Iteration 132, total loss: 0.0004866741946898401, discriminative loss: 7.491445541381836
Iteration 133, total loss: 0.0005794182070530951, discriminative loss: 7.7849345207214355
Iteration 134, total loss: 0.0005145737668499351, discriminative loss: 7.401902198791504
Iteration 135, total loss: 0.0005125135066919029, discriminative loss: 7.530064105987549
Iteration 136, total loss: 0.0005841528763994575, discriminative loss: 7.451841354370117
Iteration 137, total loss: 0.000471352890599519, discriminative loss: 7.268087387084961
Iteration 138, total loss: 0.0003358367539476603, discriminative loss: 7.388434886932373
Iteration 139, total loss: 0.00041426243842579424, discriminative loss: 7.446109771728516
Iteration 140, total loss: 0.00042635484714992344, discriminative loss: 7.547952651977539
Iteration 141, total loss: 0.0004835196305066347, discriminative loss: 7.415130615234375
Iteration 142, total loss: 0.00048614534898661077, discriminative loss: 7.537165641784668
Iteration 143, total loss: 0.00035811992711387575, discriminative loss: 7.435610771179199
Iteration 144, total loss: 0.00046169289271347225, discriminative loss: 7.334553241729736
Iteration 145, total loss: 0.0004214567306917161, discriminative loss: 7.396200656890869
Iteration 146, total loss: 0.0005789475981146097, discriminative loss: 7.262075424194336
Iteration 147, total loss: 0.0003962510672863573, discriminative loss: 7.48283576965332
Iteration 148, total loss: 0.00045444403076544404, discriminative loss: 7.568227767944336
Iteration 149, total loss: 0.000461363437352702, discriminative loss: 7.35493278503418
Iteration 150, total loss: 0.00043333982466720045, discriminative loss: 7.55071496963501
Iteration 151, total loss: 0.0004734934773296118, discriminative loss: 7.357309341430664
Iteration 152, total loss: 0.0004324119654484093, discriminative loss: 7.400323390960693
Iteration 153, total loss: 0.00035130261676386, discriminative loss: 7.161647319793701
Iteration 154, total loss: 0.0005865083076059818, discriminative loss: 7.4240851402282715
Iteration 155, total loss: 0.0004905615351162851, discriminative loss: 7.319252967834473
Iteration 156, total loss: 0.00035266735358163714, discriminative loss: 7.756267547607422
Iteration 157, total loss: 0.0003320376272313297, discriminative loss: 7.2775115966796875
Iteration 158, total loss: 0.0003607272228691727, discriminative loss: 7.450733661651611
Iteration 159, total loss: 0.0004464475205168128, discriminative loss: 7.292301177978516
Iteration 160, total loss: 0.0005236473516561091, discriminative loss: 7.399072647094727
Iteration 161, total loss: 0.00035347905941307545, discriminative loss: 7.653975486755371
Iteration 162, total loss: 0.0004022463399451226, discriminative loss: 7.444306373596191
Iteration 163, total loss: 0.00040044798515737057, discriminative loss: 7.523542881011963
Iteration 164, total loss: 0.0004610132018569857, discriminative loss: 7.5916242599487305
Iteration 165, total loss: 0.0004263575829099864, discriminative loss: 7.5200653076171875
Iteration 166, total loss: 0.00038248198688961565, discriminative loss: 7.657320022583008
Iteration 167, total loss: 0.0004505531978793442, discriminative loss: 7.306800842285156
Iteration 168, total loss: 0.00043801681022159755, discriminative loss: 7.401097297668457
Iteration 169, total loss: 0.00033207205706276, discriminative loss: 7.42967414855957
Iteration 170, total loss: 0.00031333198421634734, discriminative loss: 7.594472885131836
Iteration 171, total loss: 0.00042825378477573395, discriminative loss: 7.267629623413086
Iteration 172, total loss: 0.00040414647082798183, discriminative loss: 7.288698196411133
Iteration 173, total loss: 0.00038732567918486893, discriminative loss: 7.4029412269592285
Iteration 174, total loss: 0.0003594917943701148, discriminative loss: 7.400012016296387
Iteration 175, total loss: 0.0003657961206045002, discriminative loss: 7.565669059753418
Iteration 176, total loss: 0.0003596919705159962, discriminative loss: 7.369391441345215
Iteration 177, total loss: 0.00036052369978278875, discriminative loss: 7.534694671630859
Iteration 178, total loss: 0.00037895594141446054, discriminative loss: 7.290408611297607
Iteration 179, total loss: 0.0003439142310526222, discriminative loss: 7.455527305603027
Iteration 180, total loss: 0.0003586720849853009, discriminative loss: 7.511500835418701
Iteration 181, total loss: 0.000380876095732674, discriminative loss: 7.498117923736572
Iteration 182, total loss: 0.00036082349834032357, discriminative loss: 7.2394866943359375
Iteration 183, total loss: 0.00032769341487437487, discriminative loss: 7.699057579040527
Iteration 184, total loss: 0.00038387050153687596, discriminative loss: 7.409146308898926
Iteration 185, total loss: 0.00034570155548863113, discriminative loss: 7.536059856414795
Iteration 186, total loss: 0.00041214851080439985, discriminative loss: 7.3405961990356445
Iteration 187, total loss: 0.0004042738291900605, discriminative loss: 7.32794189453125
Iteration 188, total loss: 0.0003143357753288001, discriminative loss: 7.622288703918457
Iteration 189, total loss: 0.0003561855119187385, discriminative loss: 7.392975807189941
Iteration 190, total loss: 0.00027375121135264635, discriminative loss: 7.558575630187988
Iteration 191, total loss: 0.0002957171527668834, discriminative loss: 7.203156471252441
Iteration 192, total loss: 0.00025824972544796765, discriminative loss: 7.395031929016113
Iteration 193, total loss: 0.00035712303360924125, discriminative loss: 7.3542680740356445
Iteration 194, total loss: 0.00027263411902822554, discriminative loss: 7.441476345062256
Iteration 195, total loss: 0.00036162466858513653, discriminative loss: 7.327644348144531
Iteration 196, total loss: 0.0002924271684605628, discriminative loss: 7.407222747802734
Iteration 197, total loss: 0.0003035687259398401, discriminative loss: 7.3858642578125
Iteration 198, total loss: 0.00034693768247962, discriminative loss: 7.323136806488037
Iteration 199, total loss: 0.00027538728318177164, discriminative loss: 7.363349914550781
Iteration 200, total loss: 0.0003844659950118512, discriminative loss: 7.464491844177246
Iteration 201, total loss: 0.0002964068844448775, discriminative loss: 7.28607702255249
Iteration 202, total loss: 0.0003492594987619668, discriminative loss: 7.264267444610596
Iteration 203, total loss: 0.000379824370611459, discriminative loss: 7.329298973083496
Iteration 204, total loss: 0.0003499518206808716, discriminative loss: 7.3096923828125
Iteration 205, total loss: 0.0003475891426205635, discriminative loss: 7.3536176681518555
Iteration 206, total loss: 0.00038625067099928856, discriminative loss: 7.3757829666137695
Iteration 207, total loss: 0.00040802996954880655, discriminative loss: 7.329047679901123
Iteration 208, total loss: 0.0003031320811714977, discriminative loss: 7.435031890869141
Iteration 209, total loss: 0.00026618820265866816, discriminative loss: 7.4364848136901855
Iteration 210, total loss: 0.0002541295252740383, discriminative loss: 7.359102249145508
Iteration 211, total loss: 0.00026499293744564056, discriminative loss: 7.420094966888428
Iteration 212, total loss: 0.0003609240520745516, discriminative loss: 7.552346706390381
Iteration 213, total loss: 0.0002678594028111547, discriminative loss: 7.251526355743408
Iteration 214, total loss: 0.0002880393876694143, discriminative loss: 7.666196823120117
Iteration 215, total loss: 0.00030209950637072325, discriminative loss: 7.1845879554748535
Iteration 216, total loss: 0.00023482427059207112, discriminative loss: 7.313318252563477
Iteration 217, total loss: 0.00028150479192845523, discriminative loss: 7.4354567527771
Iteration 218, total loss: 0.0004187312151771039, discriminative loss: 7.327337265014648
Iteration 219, total loss: 0.0003140284970868379, discriminative loss: 7.392345905303955
Iteration 220, total loss: 0.00033075560349971056, discriminative loss: 7.292113304138184
Iteration 221, total loss: 0.00028164073592051864, discriminative loss: 7.493168354034424
Iteration 222, total loss: 0.00025213256594724953, discriminative loss: 7.528250694274902
Iteration 223, total loss: 0.0003441275330260396, discriminative loss: 7.145002365112305
Iteration 224, total loss: 0.000273586978437379, discriminative loss: 7.415988922119141
Iteration 225, total loss: 0.0002670960675459355, discriminative loss: 7.361260414123535
Iteration 226, total loss: 0.0002763821103144437, discriminative loss: 7.517440319061279
Iteration 227, total loss: 0.0003003301681019366, discriminative loss: 7.557249546051025
Iteration 228, total loss: 0.00024359076633118093, discriminative loss: 7.570884704589844
Iteration 229, total loss: 0.0003355708031449467, discriminative loss: 7.31883430480957
Iteration 230, total loss: 0.00024492989177815616, discriminative loss: 7.697026252746582
Iteration 231, total loss: 0.0002592083183117211, discriminative loss: 7.472894191741943
Iteration 232, total loss: 0.0002405444683972746, discriminative loss: 7.47418212890625
Iteration 233, total loss: 0.00026892079040408134, discriminative loss: 7.435601234436035
Iteration 234, total loss: 0.0002978952834382653, discriminative loss: 7.3496294021606445
Iteration 235, total loss: 0.00023935896751936525, discriminative loss: 7.5487542152404785
Iteration 236, total loss: 0.0002933886426035315, discriminative loss: 7.325685977935791
Iteration 237, total loss: 0.00037859680014662445, discriminative loss: 7.451100826263428
Iteration 238, total loss: 0.0002703975769691169, discriminative loss: 7.47638463973999
Iteration 239, total loss: 0.000322699430398643, discriminative loss: 7.4420247077941895
Iteration 240, total loss: 0.00024212988500948995, discriminative loss: 7.431533336639404
Iteration 241, total loss: 0.00026096776127815247, discriminative loss: 7.540271282196045
Iteration 242, total loss: 0.0002644339110702276, discriminative loss: 7.348029136657715
Iteration 243, total loss: 0.00034153778688050807, discriminative loss: 7.2435197830200195
Iteration 244, total loss: 0.0002347829140489921, discriminative loss: 7.495658874511719
Iteration 245, total loss: 0.00023957165831234306, discriminative loss: 7.4808197021484375
Iteration 246, total loss: 0.000323404383379966, discriminative loss: 7.373050212860107
Iteration 247, total loss: 0.0002607880742289126, discriminative loss: 7.312546730041504
Iteration 248, total loss: 0.00023702130420133471, discriminative loss: 7.445311546325684
Iteration 249, total loss: 0.0002552436199039221, discriminative loss: 7.381433486938477
Iteration 250, total loss: 0.00029298150911927223, discriminative loss: 7.544453144073486
Iteration 251, total loss: 0.00033391299075447023, discriminative loss: 7.380821228027344
Iteration 252, total loss: 0.00025245267897844315, discriminative loss: 7.398584842681885
Iteration 253, total loss: 0.0003279417578596622, discriminative loss: 7.481261253356934
Iteration 254, total loss: 0.00030291997245512903, discriminative loss: 7.600146770477295
Iteration 255, total loss: 0.00030334058101288974, discriminative loss: 7.47321891784668
Iteration 256, total loss: 0.00021721181110478938, discriminative loss: 7.510448455810547
Iteration 257, total loss: 0.00019939297635573894, discriminative loss: 7.443869590759277
Iteration 258, total loss: 0.00022131337027531117, discriminative loss: 7.655546188354492
Iteration 259, total loss: 0.0002538750122766942, discriminative loss: 7.37556266784668
Iteration 260, total loss: 0.00025985081447288394, discriminative loss: 7.354283332824707
Iteration 261, total loss: 0.0002496258239261806, discriminative loss: 7.449520587921143
Iteration 262, total loss: 0.0002768955018837005, discriminative loss: 7.442573547363281
Iteration 263, total loss: 0.00019875845464412123, discriminative loss: 7.245034217834473
Iteration 264, total loss: 0.00037164028617553413, discriminative loss: 7.486893653869629
Iteration 265, total loss: 0.00020958589448127896, discriminative loss: 7.400518894195557
Iteration 266, total loss: 0.00024386208679061383, discriminative loss: 7.153936386108398
Iteration 267, total loss: 0.00022920622723177075, discriminative loss: 7.331447601318359
Iteration 268, total loss: 0.00020895418128930032, discriminative loss: 7.570291996002197
Iteration 269, total loss: 0.0002451447071507573, discriminative loss: 7.570271015167236
Iteration 270, total loss: 0.00020579872943926603, discriminative loss: 7.263897895812988
Iteration 271, total loss: 0.00022517859179060906, discriminative loss: 7.580298900604248
Iteration 272, total loss: 0.00020451175805646926, discriminative loss: 7.386211395263672
Iteration 273, total loss: 0.00037996910396032035, discriminative loss: 7.4214091300964355
Iteration 274, total loss: 0.00022379972506314516, discriminative loss: 7.206289291381836
Iteration 275, total loss: 0.00021920439030509442, discriminative loss: 7.337407112121582
Iteration 276, total loss: 0.000262825662503019, discriminative loss: 7.445639610290527
Iteration 277, total loss: 0.00022844880004413426, discriminative loss: 7.611931324005127
Iteration 278, total loss: 0.0002262769703520462, discriminative loss: 7.265007972717285
Iteration 279, total loss: 0.000255287392064929, discriminative loss: 7.57049560546875
Iteration 280, total loss: 0.00021747153368778527, discriminative loss: 7.426762580871582
Iteration 281, total loss: 0.00028955552261322737, discriminative loss: 7.467121601104736
Iteration 282, total loss: 0.00018194140284322202, discriminative loss: 7.434454917907715
Iteration 283, total loss: 0.00024441489949822426, discriminative loss: 7.336382865905762
Iteration 284, total loss: 0.00036185665521770716, discriminative loss: 7.44847297668457
Iteration 285, total loss: 0.00020097318338230252, discriminative loss: 7.113597869873047
Iteration 286, total loss: 0.00020403058442752808, discriminative loss: 7.516247749328613
Iteration 287, total loss: 0.00020497273362707347, discriminative loss: 7.4595627784729
Iteration 288, total loss: 0.00021353417832870036, discriminative loss: 7.331539630889893
Iteration 289, total loss: 0.00020508249872364104, discriminative loss: 7.332187652587891
Iteration 290, total loss: 0.0002222434850409627, discriminative loss: 7.26147985458374
Iteration 291, total loss: 0.0002160987933166325, discriminative loss: 7.437193870544434
Iteration 292, total loss: 0.0001730114599922672, discriminative loss: 7.4120354652404785
Iteration 293, total loss: 0.00019244026043452322, discriminative loss: 7.386404991149902
Iteration 294, total loss: 0.00025391773669980466, discriminative loss: 7.4476776123046875
Iteration 295, total loss: 0.0001801297185011208, discriminative loss: 7.2879838943481445
Iteration 296, total loss: 0.00018186878878623247, discriminative loss: 7.472232818603516
Iteration 297, total loss: 0.00020456955826375633, discriminative loss: 7.19826602935791
Iteration 298, total loss: 0.00027976237470284104, discriminative loss: 7.499175071716309
Iteration 299, total loss: 0.00017165263125207275, discriminative loss: 7.519412994384766
Iteration 300, total loss: 0.00018958660075441003, discriminative loss: 7.398155212402344
Iteration 301, total loss: 0.00025386945344507694, discriminative loss: 7.48796272277832
Iteration 302, total loss: 0.00020399926870595664, discriminative loss: 7.3878607749938965
Iteration 303, total loss: 0.0001768048678059131, discriminative loss: 7.465618133544922
Iteration 304, total loss: 0.00017060211393982172, discriminative loss: 7.39924430847168
Iteration 305, total loss: 0.00018600084877107292, discriminative loss: 7.274863243103027
Iteration 306, total loss: 0.00023270570090971887, discriminative loss: 7.548820972442627
Iteration 307, total loss: 0.0002245109499199316, discriminative loss: 7.630549430847168
Iteration 308, total loss: 0.00017971626948565245, discriminative loss: 7.512869834899902
Iteration 309, total loss: 0.0002263165806652978, discriminative loss: 7.529417037963867
Iteration 310, total loss: 0.000172297382960096, discriminative loss: 7.44525146484375
Iteration 311, total loss: 0.0001879698975244537, discriminative loss: 7.411652088165283
Iteration 312, total loss: 0.00019774181419052184, discriminative loss: 7.368326663970947
Iteration 313, total loss: 0.00020452056196518242, discriminative loss: 7.423011302947998
Iteration 314, total loss: 0.00021632711286656559, discriminative loss: 7.265091896057129
Iteration 315, total loss: 0.00025634613120928407, discriminative loss: 7.634415149688721
Iteration 316, total loss: 0.00016725313616916537, discriminative loss: 7.564701557159424
Iteration 317, total loss: 0.00018954920233227313, discriminative loss: 7.443042755126953
Iteration 318, total loss: 0.00015425542369484901, discriminative loss: 7.374103546142578
Iteration 319, total loss: 0.00020832038717344403, discriminative loss: 7.605743408203125
Iteration 320, total loss: 0.00020519993267953396, discriminative loss: 7.448977470397949
Iteration 321, total loss: 0.0002893756900448352, discriminative loss: 7.504222869873047
Iteration 322, total loss: 0.00019908009562641382, discriminative loss: 7.3647966384887695
Iteration 323, total loss: 0.0001950080186361447, discriminative loss: 7.403331756591797
Iteration 324, total loss: 0.00024645726080052555, discriminative loss: 7.47939395904541
Iteration 325, total loss: 0.00018103828188031912, discriminative loss: 7.6276469230651855
Iteration 326, total loss: 0.0001985653943847865, discriminative loss: 7.248926162719727
Iteration 327, total loss: 0.00019150209845975041, discriminative loss: 7.2014055252075195
Iteration 328, total loss: 0.00019510863057803363, discriminative loss: 7.0694427490234375
Iteration 329, total loss: 0.0002371339505771175, discriminative loss: 7.6007490158081055
Iteration 330, total loss: 0.00018938296125270426, discriminative loss: 7.539187431335449
Iteration 331, total loss: 0.00019540070206858218, discriminative loss: 7.448694229125977
Iteration 332, total loss: 0.00021212207502685487, discriminative loss: 7.354292869567871
Iteration 333, total loss: 0.0001917385816341266, discriminative loss: 7.466745376586914
Iteration 334, total loss: 0.0001907404512166977, discriminative loss: 7.384360313415527
Iteration 335, total loss: 0.00023610255448147655, discriminative loss: 7.507140159606934
Iteration 336, total loss: 0.00016755405522417277, discriminative loss: 7.386908054351807
Iteration 337, total loss: 0.00017429869330953807, discriminative loss: 7.353128433227539
Iteration 338, total loss: 0.00018914713291451335, discriminative loss: 7.451992511749268
Iteration 339, total loss: 0.0001501758670201525, discriminative loss: 7.316985130310059
Iteration 340, total loss: 0.0001818901946535334, discriminative loss: 7.3780717849731445
Iteration 341, total loss: 0.0001662176218815148, discriminative loss: 7.135300636291504
Iteration 342, total loss: 0.00012694289034698159, discriminative loss: 7.4797868728637695
Iteration 343, total loss: 0.00019199585949536413, discriminative loss: 7.467265605926514
Iteration 344, total loss: 0.00019574676116462797, discriminative loss: 7.454494476318359
Iteration 345, total loss: 0.0002676849835552275, discriminative loss: 7.337071895599365
Iteration 346, total loss: 0.00022879321477375925, discriminative loss: 7.5042500495910645
Iteration 347, total loss: 0.00017983373254537582, discriminative loss: 7.470836639404297
Iteration 348, total loss: 0.0001899248018162325, discriminative loss: 7.45751953125
Iteration 349, total loss: 0.00020410565775819123, discriminative loss: 7.344412326812744
Iteration 350, total loss: 0.00014850609295535833, discriminative loss: 7.558141708374023
Iteration 351, total loss: 0.00016040055197663605, discriminative loss: 7.404935836791992
Iteration 352, total loss: 0.00018847623141482472, discriminative loss: 7.281447887420654
Iteration 353, total loss: 0.00013927223335485905, discriminative loss: 7.565580368041992
Iteration 354, total loss: 0.0001365942443953827, discriminative loss: 7.48106575012207
Iteration 355, total loss: 0.000155541580170393, discriminative loss: 7.451310157775879
Iteration 356, total loss: 0.00019082683138549328, discriminative loss: 7.590651988983154
Iteration 357, total loss: 0.0001814389688661322, discriminative loss: 7.322654724121094
Iteration 358, total loss: 0.00017637762357480824, discriminative loss: 7.653892993927002
Iteration 359, total loss: 0.00017900578677654266, discriminative loss: 7.331315040588379
Iteration 360, total loss: 0.00016714344383217394, discriminative loss: 7.258008003234863
Iteration 361, total loss: 0.00015018739213701338, discriminative loss: 7.462451934814453
Iteration 362, total loss: 0.00015252589946612716, discriminative loss: 7.281826972961426
Iteration 363, total loss: 0.000150602514622733, discriminative loss: 7.38866662979126
